Year,Agency ID,Agency Name,Program Name,County,Calculation Method,Total Children Served, Expenditure ,Population
2018,TAC,TN Arts Commission,Student Ticket Subsidies,Johnson,Actual,102,"$2,000 ",
2018,DOE,Department of Education,Internet Connectivity,Johnson,Actual,2006,"$5,308 ",
2018,DOE,Department of Education,Admin - LEAPs - Lottery for Education: Afterschoo,Johnson,Actual,271,"$196,288 ",
2018,DOE,Department of Education,CCTE Perkins Basic Grant,Johnson,Estimate,1977,"$43,284 ",
2018,DOE,Department of Education,Coordinated School Health,Johnson,Estimate,2094,"$100,000 ",
2018,DOE,Department of Education,"ESSA-Title I, Part A - Improving Basic Programs",Johnson,Estimate,2286,"$944,523 ",
2018,DOE,Department of Education,"ESSA-Title II, Part A - Improving Teacher Quality",Johnson,Actual,2286,"$93,745 ",
2018,DOE,Department of Education,ESSA-Title IV-A Stud. Support/Acad. Enrichment,Johnson,Estimate,2286,"$25,206 ",
2018,DOE,Department of Education,ESSA-Title V-B Rural Education Initiative,Johnson,Estimate,1892,"$33,996 ",
2018,DOE,Department of Education,Family Resource Center (FRC),Johnson,Estimate,395,"$29,612 ",
2018,DOE,Department of Education,"IDEA, Part B  (611)",Johnson,Actual,381,"$543,489 ",
2018,DOE,Department of Education,"IDEA, Preschool (619) Flowthrough",Johnson,Actual,42,"$15,635 ",
2018,DOE,Department of Education,SNP Seamless Summer Program,Johnson,Estimate,571,"$38,553 ",
2018,DOE,Department of Education,SNP Fresh Fruits and Vegetables,Johnson,Estimate,71,"$3,550 ",
2018,DOE,Department of Education,SNP National School Lunch Program,Johnson,Estimate,1616,"$796,489 ",
2018,DOE,Department of Education,SNP School Breakfast Program,Johnson,Estimate,1003,"$325,812 ",
2018,DOE,Department of Education,SSMS,Johnson,Actual,1968,"$3,050 ",
2018,DOE,Department of Education,Safe Schools Act of 1998,Johnson,Estimate,1946,"$13,150 ",
2018,DOE,Department of Education,"Title IV-B, 21st Century Community Learning Cente",Johnson,Actual,85,"$75,953 ",
2018,DOE,Department of Education,VPK - Voluntary Pre-K,Johnson,Actual,40,"$203,807 ",
2018,DOE_BEP,Department of Education,Basic Education Program (BEP),Johnson,Actual,2006,"$12,938,000 ",
2019,DCS,Department of Children's Services,Adoption - Support Services,Johnson,Actual,67,"$581,706 ",
2019,DCS,Department of Children's Services,Dependent and Neglect Placement - Foster Care,Johnson,Actual,30,"$1,013,987 ",
2019,DCS,Department of Children's Services,Juvenile Justice Placement,Johnson,Actual,2,"$259,143 ",
2019,DCS,Department of Children's Services,Subsidized Permanent Guardianship,Johnson,Actual,9,"$58,940 ",
2019,DOH,Department of Health,Child Health,Johnson,Actual,1038,"$94,307 ",
2019,DOH,Department of Health,Dental Clinical,Johnson,Estimate,581,"$290,579 ",
2019,DOH,Department of Health,Men's Health,Johnson,Estimate,3,"$1,127 ",
2019,DOH,Department of Health,TennCare EPSD&T Screening,Johnson,Actual,392,"$97,358 ",
2019,DOH,Department of Health,WIC Office Visit,Johnson,Estimate,514,"$53,498 ",
2019,DOH,Department of Health,Women's Health,Johnson,Estimate,10,"$2,378 ",
2019,DHS,Department of Human Services,Child Care Benefits,Johnson,Actual,40,*,
2019,DHS,Department of Human Services,Food Stamp Benefits/SNAP,Johnson,Actual,1172,*,
2019,DHS,Department of Human Services,TANF/Families First,Johnson,Actual,149,*,
2019,GELF,Governor's Books from Birth Foundation,"TN's Imagination Library, a program of GBBF",Johnson,Actual,737,"$15,916 ",
2019,THEC,Tennessee Higher Education Commission,Dual Enrollment Grant,Johnson,Estimate,40,"$22,782 ",
2019,TAC,TN Arts Commission,Student Ticket Subsidies,Johnson,Actual,126,"$3,000 ",
2019,TSM,TN State Museum,Museum Visitations,Johnson,Actual,12,*,
2019,DOE,Department of Education,Admin - LEAPs - Lottery for Education: Afterschoo,Johnson,Actual,296,"$219,394 ",
2019,DOE,Department of Education,CCTE Perkins Basic Grant,Johnson,Estimate,583,"$45,118 ",
2019,DOE,Department of Education,CCTE Perkins Reserve Grant,Johnson,Actual,853,"$38,980 ",
2019,DOE,Department of Education,CCTE Early Postsecondary,Johnson,Actual,15,$450 ,
2019,DOE,Department of Education,Coordinated School Health,Johnson,Estimate,2081,"$100,000 ",
2019,DOE,Department of Education,"ESSA-Title I, Part A - Improving Basic Programs",Johnson,Estimate,2302,"$844,668 ",
2019,DOE,Department of Education,"ESSA-Title I, Part A-School Improvement",Johnson,Estimate,732,"$228,570 ",
2019,DOE,Department of Education,"ESSA-Title II, Part A - PCPL",Johnson,Estimate,2302,"$96,645 ",
2019,DOE,Department of Education,ESSA-Title IV-A Stud. Support/Acad. Enrichment,Johnson,Estimate,2302,"$66,246 ",
2019,DOE,Department of Education,ESSA-Title V-B Rural Education Initiative,Johnson,Estimate,1881,"$37,670 ",
2019,DOE,Department of Education,Family Resource Center (FRC),Johnson,Actual,602,"$29,612 ",
2019,DOE,Department of Education,Read to be Ready - Coaching Network,Johnson,Estimate,385,"$33,781 ",
2019,DOE,Department of Education,"IDEA, Part B  (611)",Johnson,Actual,393,"$525,592 ",
2019,DOE,Department of Education,"IDEA, Preschool (619) Flowthrough",Johnson,Actual,52,"$17,270 ",
2019,DOE,Department of Education,SNP National School Lunch Program,Johnson,Estimate,1645,"$758,012 ",
2019,DOE,Department of Education,SNP School Breakfast Program,Johnson,Estimate,854,"$272,986 ",
2019,DOE,Department of Education,SSMS,Johnson,Actual,1950,"$3,023 ",
2019,DOE,Department of Education,Safe Schools Act of 1998,Johnson,Estimate,1947,"$100,607 ",
2019,DOE,Department of Education,Tennessee's Early Intervention System (TEIS),Johnson,Actual,19,"$107,581 ",
2019,DOE,Department of Education,"Title IV-B, 21st Century Community Learning Cente",Johnson,Actual,208,"$126,158 ",
2019,DOE,Department of Education,VPK - Voluntary pre-K,Johnson,Actual,41,"$198,972 ",
2019,DOE_BEP,Department of Education,Basic Education Program (BEP),Johnson,Actual,1968,"$13,169,000 ",
2020,DCS,Department of Children's Services,Adoption - Support Services,Johnson,Actual,72,"$594,981 ",
2020,DCS,Department of Children's Services,Dependent and Neglect Placement - Foster Care,Johnson,Actual,25,"$566,662 ",
2020,DCS,Department of Children's Services,Juvenile Justice Placement,Johnson,Actual,1,"$133,079 ",
2020,DCS,Department of Children's Services,Subsidized Permanent Guardianship,Johnson,Actual,6,"$54,578 ",
2020,DHS,Department of Human Services,Child Care Benefits,Johnson,Actual,37,*,
2020,DHS,Department of Human Services,Food Stamp Benefits/SNAP,Johnson,Actual,1094,*,
2020,DHS,Department of Human Services,TANF/Families First,Johnson,Actual,141,*,
2020,GELF,Governor's Early Literacy Foundation,"TN's Imagination Library, a program of GBBF",Johnson,Actual,901,"$8,336 ",
2020,TAC,TN Arts Commission,Student Ticket Subsidies,Johnson,Actual,126,"$3,000 ",
2020,DOE,Department of Education,Admin - LEAPs - Lottery for Education: Afterschoo,Johnson,Actual,196,"$204,535 ",
2020,DOE,Department of Education,CCTE Perkins Basic Grant,Johnson,Estimate,657,"$52,548 ",
2020,DOE,Department of Education,CCTE Perkins Reserve Grant,Johnson,Estimate,657,"$11,355 ",
2020,DOE,Department of Education,CCTE Early Postsecondary,Johnson,Estimate,15,$450 ,
2020,DOE,Department of Education,Coordinated School Health,Johnson,Estimate,2102,"$99,818 ",
2020,DOE,Department of Education,"ESSA-Title I, Part A - Improving Basic Programs",Johnson,Estimate,2222,"$953,836 ",
2020,DOE,Department of Education,"ESSA-Title II, Part A - Improving Teacher Quality",Johnson,Estimate,657,"$101,993 ",
2020,DOE,Department of Education,ESSA-Title IV-A Stud. Support/Acad. Enrichment,Johnson,Estimate,2222,"$70,680 ",
2020,DOE,Department of Education,ESSA-Title V-B Rural Education Initiative,Johnson,Estimate,1881,"$38,187 ",
2020,DOE,Department of Education,Family Resource Center (FRC),Johnson,Estimate,352,"$29,611 ",
2020,DOE,Department of Education,"IDEA, Part B Discretionary (611)",Johnson,Actual,770,"$573,986 ",
2020,DOE,Department of Education,"IDEA, Preschool (619) Flowthrough",Johnson,Actual,37,"$17,417 ",
2020,DOE,Department of Education,SNP National School Lunch Program,Johnson,Estimate,1643,"$603,941 ",
2020,DOE,Department of Education,SNP School Breakfast Program,Johnson,Estimate,3234,"$111,663 ",
2020,DOE,Department of Education,SSMS,Johnson,Actual,1950,"$3,023 ",
2020,DOE,Department of Education,Safe Schools Act of 1998,Johnson,Estimate,1977,"$52,470 ",
2020,DOE,Department of Education,School Resource Officer Grant,Johnson,Estimate,1977,"$175,000 ",
2020,DOE,Department of Education,Tennessee's Early Intervention System (TEIS),Johnson,Actual,19,"$102,205 ",
2020,DOE,Department of Education,"Title IV-B, 21st Century Community Learning Cente",Johnson,Actual,134,"$101,838 ",
2020,DOE,Department of Education,VPK - Voluntary pre-K,Johnson,Actual,40,"$198,972 ",
2020,DOE_BEP,Department of Education,Basic Education Program (BEP),Johnson,Actual,1950,"$13,346,000 ",
2021,DCS,Department of Children's Services,Adoption - Support Services,Johnson,Actual,72,*,
2021,DHS,Department of Human Services,Child Care Benefits,Johnson,Actual,29,*,
2021,DHS,Department of Human Services,Food Stamp Benefits/SNAP,Johnson,Actual,1074,*,
2021,DHS,Department of Human Services,TANF/Families First,Johnson,Actual,115,*,
2021,GELF,Governor's Early Literacy Foundation,Caregiver Engagement 0-5,Johnson,Actual,78,$677 ,
2021,GELF,Governor's Early Literacy Foundation,Caregiver Engagement K-3,Johnson,Actual,379,"$1,914 ",
2021,GELF,Governor's Early Literacy Foundation,K-3 Fall,Johnson,Actual,536,"$21,327 ",
2021,DOH,Tennessee Department of Health,AIDS Prevention,Johnson,Estimate,17,"$16,289 ",
2021,DOH,Tennessee Department of Health,Child Health,Johnson,Estimate,272,"$47,285 ",
2021,DOH,Tennessee Department of Health,Children's Special Services,Johnson,Estimate,23,"$42,021 ",
2021,DOH,Tennessee Department of Health,Family Planning,Johnson,Estimate,50,"$15,643 ",
2021,DOH,Tennessee Department of Health,STI,Johnson,Estimate,44,$601 ,
2021,DOH,Tennessee Department of Health,TB,Johnson,Estimate,3,"$3,521 ",
2021,DOH,Tennessee Department of Health,TnCare Advocacy,Johnson,Estimate,263,"$50,956 ",
2021,DOH,Tennessee Department of Health,WIC Breastfeeding Promotion,Johnson,Estimate,4,$382 ,
2021,Volun_T,Volunteer TN,Youth Civic Engagement,Johnson,Estimate,41,"$1,364 ",
2021,DOE,Department of Education,Admin - LEAPs - Lottery for Education: Afterschoo,Johnson,Actual,117,"$104,650 ",
2021,DOE,Department of Education,CCTE Perkins Basic Grant,Johnson,Estimate,2229,"$40,306 ",
2021,DOE,Department of Education,CCTE Perkins Reserve Grant,Johnson,Estimate,657,"$11,355 ",
2021,DOE,Department of Education,Coordinated School Health,Johnson,Estimate,1983,"$100,000 ",
2021,DOE,Department of Education,"ESSA-Title I, Part A - Improving Basic Programs",Johnson,Estimate,2229,"$909,623 ",
2021,DOE,Department of Education,"ESSA-Title II, Part A - Improving Teacher Quality",Johnson,Estimate,657,"$95,973 ",
2021,DOE,Department of Education,ESSA-Title IV-A Stud. Support/Acad. Enrichment,Johnson,Estimate,2229,"$65,434 ",
2021,DOE,Department of Education,ESSA-Title V-B Rural Education Initiative,Johnson,Estimate,1860,"$38,143 ",
2021,DOE,Department of Education,ESSER 1.0,Johnson,Estimate,4547,"$706,241 ",
2021,DOE,Department of Education,ESSER 2.0,Johnson,Estimate,4547,"$2,669,142 ",
2021,DOE,Department of Education,Family Resource Center (FRC),Johnson,Estimate,1093,"$29,611 ",
2021,DOE,Department of Education,"IDEA, Part B Discretionary (611)",Johnson,Estimate,738,"$533,581 ",
2021,DOE,Department of Education,"IDEA, Preschool (619) Flowthrough",Johnson,Estimate,27,"$19,402 ",
2021,DOE,Department of Education,SNP National School Lunch Program,Johnson,Estimate,1265,"$664,023 ",
2021,DOE,Department of Education,SNP School Breakfast Program,Johnson,Estimate,1643,"$357,604 ",
2021,DOE,Department of Education,SSMS,Johnson,Actual,2276,"$3,527 ",
2021,DOE,Department of Education,Safe Schools Act of 1998,Johnson,Estimate,2156,"$51,830 ",
2021,DOE,Department of Education,School Resource Officer Grant,Johnson,Estimate,2156,"$175,000 ",
2021,DOE,Department of Education,Tennessee's Early Intervention System (TEIS),Johnson,Estimate,12,"$65,133 ",
2021,DOE,Department of Education,"Title IV-B, 21st Century Community Learning Cente",Johnson,Actual,300,"$162,651 ",
2021,DOE,Department of Education,VPK - Voluntary pre-K,Johnson,Actual,100,"$201,209 ",
2021,DOE_BEP,Department of Education,Basic Education Program (BEP),Johnson,Actual,1983,"$13,360,000 ",
2021,GELF,Governor's Early Literacy Foundation,K-3 Rising First,Johnson,Actual,144,"$3,200 ",
2021,GELF,Governor's Early Literacy Foundation,TN's Immagination Library,Johnson,Actual,730,"$7,552 ",
2015,DCS,Department of Children's Services,Custody & Truancy Prevention,Knox,Actual,192,"$183,392 ",
2015,DOH,Department of Health,AIDS Prevention,Knox,Actual,583,$500 ,
2015,DOH,Department of Health,Children's Special Services (CSS) DPA,Knox,Actual,625,"$8,600 ",
2015,DOH,Department of Health,Family Planning,Knox,Actual,664,"$2,900 ",
2015,DOH,Department of Health,Health Promotion,Knox,Actual,148,$100 ,
2015,DOH,Department of Health,Immunization 343.60,Knox,Actual,10799,"$54,500 ",
2015,DOH,Department of Health,Sexually Transmitted Diseases,Knox,Actual,1039,"$1,300 ",
2015,DOH,Department of Health,TN Home Visiting - (HUGS),Knox,Actual,321,"$1,000 ",
2015,DOH,Department of Health,Tuberculosis Elimination,Knox,Actual,513,"$1,900 ",
2015,DOH,Department of Health,WIC Breastfeeding Promotion,Knox,Actual,635,$700 ,
2015,DOH,Department of Health,WIC Office Visit,Knox,Actual,9140,"$265,800 ",
2015,DHS,Department of Human Services,Child Care Benefits,Knox,Actual,1859,*,
2015,DHS,Department of Human Services,Food Stamp Benefits/SNAP,Knox,Actual,24592,*,
2015,DHS,Department of Human Services,TANF/Families First,Knox,Actual,4199,*,
2015,GELF,Governor's Books from Birth Foundation,Dolly Parton's Imagination Library,Knox,Estimate,18300,"$231,215 ",
2015,TAC,Tennessee Arts Commission,Artist-in-Residence (AE-AR),Knox,Actual,700,"$10,400 ",
2015,TAC,Tennessee Arts Commission,Community Learning (AE-CL),Knox,Actual,1480,"$12,100 ",
2015,TAC,Tennessee Arts Commission,Funds for At-Risk Youth (FAY),Knox,Actual,163,"$8,500 ",
2015,TAC,Tennessee Arts Commission,Value Plus (AE-VP),Knox,Actual,375,"$8,000 ",
2015,TCCY,Tennessee Commission on Children and Youth,Boys & Girls Clubs of the Tennessee Valley FFG,Knox,Actual,55,"$37,537 ",
2015,TCCY,Tennessee Commission on Children and Youth,Court Appointed Special Advocate (CASA),Knox,Estimate,139,"$16,500 ",
2015,TCCY,Tennessee Commission on Children and Youth,Knox County JABG,Knox,Actual,14,"$14,818 ",
2015,TSM,Tennessee State Museum,Public Programs,Knox,Estimate,223,"$7,140 ",
2015,TSM,Tennessee State Museum,Public Programs,Knox,Estimate,223,"$5,374 ",
2015,DOE,Department of Education,Internet Connectivity,Knox,Actual,56917,"$166,387 ",
2015,DOE,Department of Education,Admin - LEAPs - Lottery for Education: Afterschoo,Knox,Actual,366,"$330,876 ",
2015,DOE,Department of Education,CCTE Perkins Basic Grant,Knox,Actual,24279,"$860,454 ",
2015,DOE,Department of Education,CCTE AP/SIC Grant,Knox,Actual,1027,"$71,684 ",
2015,DOE,Department of Education,Enrichment and Remediation,Knox,Estimate,11401,"$422,320 ",
2015,DOE,Department of Education,Coordinated School Health,Knox,Actual,57582,"$185,000 ",
2015,DOE,Department of Education,"School Improvement Grants (SIG), section 1003(g)",Knox,Actual,635,"$501,348 ",
2015,DOE,Department of Education,"ESEA-Title I, Part A - Improving Acad. Achievement",Knox,Actual,57388,"$14,356,113 ",
2015,DOE,Department of Education,ESEA-Title II-A-Teacher Quality,Knox,Actual,68835,"$2,029,458 ",
2015,DOE,Department of Education,"ESEA-Title 1, Part D, Subpart 2",Knox,Actual,169,"$121,496 ",
2015,DOE,Department of Education,ESEA-Title III English Language Acquisition,Knox,Actual,1954,"$271,950 ",
2015,DOE,Department of Education,ESEA-Title X-McKinney-Vento,Knox,Actual,414,"$114,000 ",
2015,DOE,Department of Education,ESEA-Title III - English Lang. Acquist.-Immigrant,Knox,Actual,296,"$192,461 ",
2015,DOE,Department of Education,Family Resource Center (FRC),Knox,Estimate,1353,"$29,612 ",
2015,DOE,Department of Education,"IDEA, Part B  (611)",Knox,Actual,7851,"$12,295,768 ",
2015,DOE,Department of Education,IDEA-Part b-Preschool,Knox,Actual,640,"$339,612 ",
2015,DOE,Department of Education,SNP Afterschool Snack Program,Knox,Estimate,774,"$77,347 ",
2015,DOE,Department of Education,SNP National School Lunch Program,Knox,Estimate,32793,"$13,450,174 ",
2015,DOE,Department of Education,SNP School Breakfast Program,Knox,Estimate,14311,"$4,624,597 ",
2015,DOE,Department of Education,Safe Schools Act of 1998,Knox,Estimate,11032,"$206,100 ",
2015,DOE,Department of Education,Tennessee's Early Intervention System (TEIS),Knox,Actual,337,"$2,382,657 ",
2015,DOE,Department of Education,"Title IV-B, 21st Century Community Learning Cente",Knox,Actual,1975,"$2,129,250 ",
2015,DOE,Department of Education,"Title IV, Part A, Subpart 2, Section 4121-Federal",Knox,Estimate,15640,"$751,725 ",
2015,DOE,Department of Education,VPK - Voluntary Pre-K,Knox,Estimate,485,"$1,865,003 ",
2015,DOE_BEP,Department of Education,Basic Education Program (BEP),Knox,Actual,56917,"$174,514,000 ",
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,Community Anti-Drug Coalitions (including Partner,Knox,Estimate,185677,"$224,999 ",
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,Comprehensive ATOD Program,Knox,Actual,339,"$102,647 ",
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,Criminal Justice and Mental Health Liaisons,Knox,Estimate,70,"$55,224 ",
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,Drug Courts and Drug Court Fees,Knox,Estimate,56,"$105,313 ",
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,East Tennessee Diversion,Knox,Estimate,119,"$18,670 ",
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,K-Town Supplement,Knox,Estimate,49,"$53,179 ",
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,K-Town Youth Empowerment Network,Knox,Estimate,50,"$1,681,324 ",
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,Knoxville Early Diversion Program,Knox,Estimate,40,"$73,815 ",
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,Medically Managed Inpatient Detoxification,Knox,Estimate,1,"$1,863 ",
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,Neonatal Abstinence Syndrome-Lakeshore,Knox,Estimate,10,"$39,714 ",
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,Peer Recovery Call Center,Knox,Estimate,141,$690 ,
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,Peer Wellness Coaches,Knox,Estimate,7,"$4,131 ",
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,Planned Respite,Knox,Estimate,44,"$102,147 ",
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,Regional Intervention Program (RIP-Nashville and,Knox,Estimate,66,"$352,786 ",
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,Supported Employment Initiative,Knox,Estimate,3,"$17,992 ",
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,Supportive Living,Knox,Estimate,9,"$1,906 ",
2016,DCS,Department of Children's Services,Adoption - Support Services,Knox,Estimate,1652,"$14,727,700 ",
2016,DCS,Department of Children's Services,Custody & Truancy Prevention,Knox,Estimate,154,"$183,392 ",
2016,DCS,Department of Children's Services,Foster Care,Knox,Estimate,881,"$5,126,200 ",
2016,DOH,Department of Health,AIDS Prevention,Knox,Estimate,126,"$11,633 ",
2016,DOH,Department of Health,Child Health,Knox,Estimate,4833,"$340,834 ",
2016,DOH,Department of Health,Children's Special Services,Knox,Actual,446,"$629,383 ",
2016,DOH,Department of Health,Family Planning,Knox,Estimate,295,"$15,526 ",
2016,DOH,Department of Health,Men's Health,Knox,Estimate,152,"$40,858 ",
2016,DOH,Department of Health,Sexually Transmitted Diseases,Knox,Actual,1395,"$99,352 ",
2016,DOH,Department of Health,TN Home Visiting - (HUGS),Knox,Actual,339,"$336,007 ",
2016,DOH,Department of Health,WIC Office Visit,Knox,Actual,7923,"$779,118 ",
2016,DHS,Department of Human Services,Child Care Benefits,Knox,Actual,1751,*,
2016,DHS,Department of Human Services,Food Stamp Benefits/SNAP,Knox,Actual,24001,*,
2016,DHS,Department of Human Services,TANF/Families First,Knox,Actual,3705,*,
2016,GELF,Governor's Books from Birth Foundation,Dolly Parton's Imagination Library,Knox,Actual,19041,"$245,465 ",
2016,TCCY,Tennessee Commission on Children and Youth,Boys & Girls Clubs of the Tennessee Valley FFG,Knox,Actual,237,"$72,392 ",
2016,TCCY,Tennessee Commission on Children and Youth,Court Appointed Special Advocate (CASA),Knox,Actual,137,"$16,500 ",
2016,TAC,TN Arts Commission,Artist-in-Residence (AE-AR),Knox,Actual,800,"$10,400 ",
2016,TAC,TN Arts Commission,Community Learning (AE-CL),Knox,Actual,1919,"$12,100 ",
2016,TAC,TN Arts Commission,Funds for At-Risk Youth (FAY),Knox,Actual,111,"$8,500 ",
2016,TAC,TN Arts Commission,Student Ticket Subsidies,Knox,Actual,3986,"$39,503 ",
2016,TAC,TN Arts Commission,Value Plus (AE-VP),Knox,Actual,400,"$8,000 ",
2016,TSM,TN State Museum,Museum Visitations,Knox,Actual,387,*,
2016,TSM,TN State Museum,Traveling Trunks,Knox,Actual,835,*,
2016,DOE,Department of Education,Internet Connectivity,Knox,Actual,57382,"$154,623 ",
2016,DOE,Department of Education,Admin - LEAPs - Lottery for Education: Afterschoo,Knox,Actual,1489,"$1,427,863 ",
2016,DOE,Department of Education,CCTE Perkins Basic Grant,Knox,Actual,17854,"$823,881 ",
2016,DOE,Department of Education,CCTE Perkins Reserve Grant,Knox,Estimate,17854,"$7,879 ",
2016,DOE,Department of Education,CCTE Perkins Incentive Funds,Knox,Estimate,17854,"$2,500 ",
2016,DOE,Department of Education,Drivers Education,Knox,Actual,1303,"$116,619 ",
2016,DOE,Department of Education,Coordinated School Health,Knox,Actual,59750,"$185,000 ",
2016,DOE,Department of Education,"ESEA-Title I, Part A - Improving Acad. Achievement",Knox,Actual,70095,"$14,813,267 ",
2016,DOE,Department of Education,ESEA-Title II-A-Teacher Quality,Knox,Actual,69438,"$2,017,783 ",
2016,DOE,Department of Education,"ESEA-Title I, Part D, Subpart 2",Knox,Actual,167,"$127,020 ",
2016,DOE,Department of Education,ESEA-Title III English Language Acquisition,Knox,Actual,1991,"$263,469 ",
2016,DOE,Department of Education,"ESEA-Title I, Part G School Improvement",Knox,Estimate,933,"$1,014,348 ",
2016,DOE,Department of Education,ESEA-Title X-McKinney-Vento,Knox,Estimate,569,"$99,000 ",
2016,DOE,Department of Education,Family Resource Center (FRC),Knox,Estimate,1353,"$29,612 ",
2016,DOE,Department of Education,"IDEA, Part B  (611)",Knox,Actual,7782,"$17,757,669 ",
2016,DOE,Department of Education,"IDEA, Preschool (619) Flowthrough",Knox,Actual,613,"$377,288 ",
2016,DOE,Department of Education,SNP Afterschool Snack Program,Knox,Estimate,989,"$118,141 ",
2016,DOE,Department of Education,SNP Fresh Fruits and Vegetables,Knox,Estimate,5710,"$290,300 ",
2016,DOE,Department of Education,SNP National School Lunch Program,Knox,Estimate,34398,"$14,310,824 ",
2016,DOE,Department of Education,SNP School Breakfast Program,Knox,Estimate,15587,"$4,860,818 ",
2016,DOE,Department of Education,Safe Schools Act of 1998,Knox,Estimate,11032,"$211,490 ",
2016,DOE,Department of Education,Tennessee's Early Intervention System (TEIS),Knox,Actual,393,"$2,453,303 ",
2016,DOE,Department of Education,"Title IV-B, 21st Century Community Learning Cente",Knox,Actual,3302,"$3,081,759 ",
2016,DOE,Department of Education,VPK - Voluntary Pre-K,Knox,Estimate,531,"$1,865,003 ",
2016,DOE_BEP,Department of Education,Basic Education Program (BEP),Knox,Actual,57382,"$174,514,000 ",
2016,DMHSAS,Department of Mental Health and Substance Abuse Services,Comprehensive ATOD Program,Knox,Actual,414,"$103,371 ",
2016,DMHSAS,Department of Mental Health and Substance Abuse Services,Knoxville Early Diversion Program,Knox,Estimate,42,"$65,898 ",
2016,DMHSAS,Department of Mental Health and Substance Abuse Services,Neonatal Abstinence Syndrome-Lakeshore,Knox,Actual,8,"$18,641 ",
2017,DCS,Department of Children's Services,Adoption - Support Services,Knox,Estimate,1600,"$14,904,963 ",
2017,DCS,Department of Children's Services,Custody & Truancy Prevention,Knox,Estimate,115,"$183,392 ",
2017,DCS,Department of Children's Services,Foster Care,Knox,Estimate,1237,"$2,576,772 ",
2017,DECD,Department of Economic and Community Development,"LiftTN: Microenterprise, Urban Core: Knox Chamber",Knox,Actual,10,,
2017,DOH,Department of Health,AIDS Prevention,Knox,Estimate,1086,"$34,693 ",
2017,DOH,Department of Health,Family Planning,Knox,Estimate,1010,"$210,547 ",
2017,DOH,Department of Health,Sexually Transmitted Diseases,Knox,Actual,1773,"$90,613 ",
2017,DOH,Department of Health,TN Home Visiting - (HUGS),Knox,Actual,314,"$130,995 ",
2017,DOH,Department of Health,WIC,Knox,Estimate,4276,"$6,593,921 ",
2017,DOH,Department of Health,Women's Health,Knox,Actual,543,"$111,151 ",
2017,DHS,Department of Human Services,Child Care Benefits,Knox,Actual,2942,*,
2017,DHS,Department of Human Services,Food Stamp Benefits/SNAP,Knox,Actual,24161,*,
2017,DHS,Department of Human Services,TANF/Families First,Knox,Actual,3287,*,
2017,GELF,Governor's Books from Birth Foundation,"TN's Imagination Library, a program of GBBF",Knox,Estimate,20098,"$255,764 ",
2017,TCCY,Tennessee Commission on Children and Youth,Boys & Girls Clubs of the Tennessee Valley FFG,Knox,Actual,217,"$34,570 ",
2017,TCCY,Tennessee Commission on Children and Youth,Court Appointed Special Advocate (CASA),Knox,Actual,135,"$18,000 ",
2017,THEC,Tennessee Higher Education Commission,Dual Enrollment Grant,Knox,Actual,1713,"$1,164,797 ",
2017,TAC,TN Arts Commission,Community Learning (AE-CL),Knox,Actual,2500,*,
2017,TAC,TN Arts Commission,Funds for At-Risk Youth (FAY),Knox,Actual,1040,*,
2017,TAC,TN Arts Commission,Student Ticket Subsidies,Knox,Actual,4482,*,
2017,TAC,TN Arts Commission,Value Plus (AE-VP),Knox,Actual,1350,*,
2017,TSM,TN State Museum,Museum Visitations,Knox,Actual,1169,*,
2017,TSM,TN State Museum,Traveling Trunks,Knox,Actual,1036,*,
2017,DOE,Department of Education,Internet Connectivity,Knox,Actual,57805,"$155,488 ",
2017,DOE,Department of Education,Admin - LEAPs - Lottery for Education: Afterschoo,Knox,Actual,1494,"$1,466,609 ",
2017,DOE,Department of Education,CCTE Perkins Basic Grant,Knox,Actual,18068,"$1,012,391 ",
2017,DOE,Department of Education,CCTE Perkins Reserve Grant,Knox,Actual,18068,"$9,966 ",
2017,DOE,Department of Education,CCTE AP/SIC Grant,Knox,1282,"$96,714 ",,
2017,DOE,Department of Education,Drivers Education,Knox,1528,"$136,368 ",,
2017,DOE,Department of Education,Coordinated School Health,Knox,Estimate,60300,"$185,000 ",
2017,DOE,Department of Education,"ESEA-Title I, Part A - Improving Acad. Achievement",Knox,Actual,71992,"$16,771,180 ",
2017,DOE,Department of Education,ESEA-Title II-Teacher Quality-State Agencies,Knox,Actual,69438,"$2,017,783 ",
2017,DOE,Department of Education,"ESEA-Title I, Part D, Subpart 2",Knox,Actual,120,"$103,703 ",
